index,video_time_s,timer,rate_hz,last_event_time,event_count
"2043","3014.38s","00:50:03","1,370","05:55:41. 178 pm","3853"
"2044","3015.51s","00:50:04","1,370","05:55:41. 685 pm","3853"
"2045","3016.54s","00:50:05","1,370","05:55:41. 685 pm","3853"
"2046","3017.58s","00:50:06","1,370","05:55:43. 720 pm","3855"
"2047","3018.58s","00:50:07","1,370","05:55:44. 223 pm","3855"
"2048","3019.60s","00:50:08","1,370","05:55:46. 231 pm","3857"
"2049","3020.64s","00:50:09","1,370","05:55:47. 740 pm","3860"
"2050","3021.91s","00:50:11","1,370","05:55:48. 741 pm","3862"
"2051","3023.15s","00:50:12","1,370","05:55:49. 738 pm","3864"
"2052","3024.27s","00:50:13","1,370","05:55:50. 256 pm","3865"
"2053","3025.24s","00:50:14","1,370","05:55:51. 901 pm","3867"
"2054","3026.34s","00:50:15","1,370","05:55:51. 901 pm","3867"
"2055","3027.37s","00:50:16","1,370","05:55:54. 038 pm","3870"
"2056","3028.52s","00:50:17","1,370","05:55:55. 553 pm","3871"
"2057","3029.53s","00:50:18","1,370","05:55:55. 553 pm","3871"
"2058","3030.59s","00:50:20","1,370","05:55:55. 553 pm","3871"
"2059","3032.02s","00:50:21","1,370","05:55:55. 553 pm","3871"
"2060","3033.01s","00:50:22","1,370","05:55:55. 553 pm","3871"
"2061","3034.04s","00:50:23","1,370","05:56:01. 245 pm","3873"
"2062","3035.03s","00:50:24","1,370","05:56:01. 245 pm","3873"
"2063","3036.03s","00:50:25","1,370","05:56:02. 254 pm","3875"
"2064","3037.07s","00:50:26","1,370","05:56:03. 255 pm","3876"
"2065","3038.04s","00:50:27","1,370","05:56:03. 255 pm","3876"
"2066","3039.05s","00:50:28","1,370","05:56:06. 019 pm","3877"
"2067","3040.07s","00:50:29","1,370","05:56:06. 019 pm","3877"
"2068","3041.06s","00:50:30","1,370","05:56:06. 019 pm","3878"
"2069","3042.04s","00:50:31","1,370","05:56:08. 506 pm","3879"
"2070","3043.06s","00:50:32","1,370","05:56:09. 627 pm","3881"
"2071","3044.06s","00:50:33","1,370","05:56:09. 627 pm","3881"
"2072","3045.03s","00:50:34","1,370","05:56:10. 887 pm","3884"
"2073","3046.07s","00:50:35","1,370","05:56:12. 401 pm","3884"
"2074","3047.09s","00:50:36","1,370","05:56:13. 771 pm","3885"
"2075","3048.13s","00:50:37","1,370","05:56:13. 771 pm","3886"
"2076","3049.31s","00:50:38","1,370","05:56:15. 269 pm","3887"
"2077","3050.34s","00:50:39","1,370","05:56:16. 412 pm","3887"
"2078","3051.35s","00:50:40","1,370","05:56:16. 412 pm","3887"
"2079","3052.44s","00:50:41","1,370","05:56:18. 434 pm","3890"
"2080","3053.51s","00:50:42","1,370","05:56:20. 202 pm","3892"
"2081","3054.52s","00:50:43","1,370","05:56:21. 194 pm","3893"
"2082","3055.54s","00:50:44","1,370","05:56:21. 194 pm","3895"
"2083","3056.63s","00:50:45","1,370","05:56:22. 201 pm","3895"
"2084","3057.82s","00:50:47","1,370","05:56:24. 071 pm","3897"
"2085","3058.90s","00:50:48","1,370","05:56:25. 340 pm","3898"
"2086","3060.08s","00:50:49","1,370","05:56:25. 340 pm","3899"
"2087","3061.16s","00:50:50","1,370","05:56:27. 591 pm","3900"
"2088","3062.29s","00:50:51","1,370","05:56:28. 348 pm","3901"
"2089","3063.34s","00:50:52","1,370","05:56:30. 092 pm","3903"
"2090","3064.41s","00:50:53","1,370","05:56:31. 098 pm","3905"
"2091","3065.58s","00:50:54","1,370","05:56:31. 098 pm","3905"
"2092","3066.69s","00:50:55","1,370","05:56:33. 474 pm","3907"
"2093","3067.85s","00:50:57","1,370","05:56:33. 474 pm","3907"
"2094","3068.97s","00:50:58","1,370","05:56:33. 474 pm","3907"
"2095","3070.07s","00:50:59","1,370","05:56:36. 855 pm","3909"
"2096","3071.12s","00:51:00","1,370","05:56:36. 855 pm","3910"
"2097","3072.32s","00:51:01","1,370","05:56:38. 231 pm","3911"
"2098","3073.38s","00:51:02","1,370","05:56:39. 870 pm","3914"
"2099","3074.59s","00:51:03","1,370","05:56:41. 774 pm","3916"
"2100","3075.69s","00:51:05","1,370","05:56:41. 774 pm","3916"
"2101","3076.82s","00:51:06","1,370","05:56:43. 279 pm","3919"
"2102","3077.89s","00:51:07","1,370","05:56:44. 414 pm","3921"
"2103","3079.07s","00:51:08","1,370","05:56:44. 923 pm","3922"
"2104","3080.12s","00:51:09","1,370","05:56:46. 921 pm","3924"
"2105","3081.35s","00:51:10","1,370","05:56:47. 419 pm","3927"
"2106","3082.42s","00:51:11","1,370","05:56:49. 429 pm","3929"
"2107","3083.55s","00:51:12","1,370","05:56:49. 429 pm","3931"
"2108","3084.61s","00:51:13","1,370","05:56:50. 932 pm","3932"
"2109","3085.82s","00:51:15","1,370","05:56:51. 930 pm","3934"
"2110","3087.01s","00:51:16","1,370","05:56:53. 431 pm","3937"
"2111","3088.23s","00:51:17","1,370","05:56:54. 426 pm","3939"
"2112","3089.25s","00:51:18","1,370","05:56:55. 675 pm","3940"
"2113","3090.34s","00:51:19","1,370","05:56:56. 193 pm","3942"
"2114","3091.26s","00:51:20","1,370","05:56:57. 312 pm","3943"
"2115","3092.36s","00:51:21","1,370","05:56:58. 312 pm","3945"
"2116","3093.54s","00:51:22","1,370","05:56:59. 318 pm","3948"
"2117","3094.50s","00:51:23","1,370","05:57:01. 072 pm","3950"
"2118","3095.56s","00:51:24","1,370","05:57:01. 568 pm","3950"
"2119","3096.56s","00:51:25","1,370","05:57:03. 217 pm","3953"
"2120","3097.54s","00:51:26","1,370","05:57:03. 721 pm","3954"
"2121","3098.54s","00:51:27","1,370","05:57:04. 721 pm","3956"
"2122","3099.51s","00:51:28","1,370","05:57:06. 266 pm","3960"
"2123","3100.50s","00:51:29","1,370","05:57:07. 269 pm","3962"
"2124","3101.56s","00:51:30","1,370","05:57:07. 774 pm","3964"
"2125","3102.59s","00:51:31","1,370","05:57:09. 768 pm","3965"
"2126","3103.59s","00:51:32","1,370","05:57:10. 271 pm","3966"
"2127","3104.65s","00:51:34","1,370","05:57:11. 526 pm","3967"
"2128","3105.78s","00:51:35","1,370","05:57:12. 281 pm","3969"
"2129","3106.83s","00:51:36","1,370","05:57:13. 791 pm","3971"
"2130","3107.95s","00:51:37","1,370","05:57:13. 791 pm","3972"
"2131","3109.13s","00:51:38","1,370","05:57:15. 306 pm","3972"
"2132","3110.31s","00:51:39","1,370","05:57:15. 306 pm","3972"
"2133","3111.42s","00:51:40","1,230","05:57:17. 571 pm","3974"
"2134","3112.53s","00:51:41","1,230","05:57:17. 571 pm","3974"
"2135","3113.61s","00:51:42","1,230","05:57:19. 451 pm","3975"
"2136","3114.76s","00:51:44","1,230","05:57:19. 451 pm","3975"
"2137","3115.82s","00:51:45","1,230","05:57:19. 451 pm","3975"
"2138","3117.01s","00:51:46","1,230","05:57:19. 451 pm","3975"
"2139","3118.02s","00:51:47","1,230","05:57:23. 947 pm","3978"
"2140","3119.03s","00:51:48","1,230","05:57:23. 947 pm","3978"
"2141","3120.03s","00:51:49","1,230","05:57:25. 083 pm","3980"
"2142","3121.09s","00:51:50","1,230","05:57:26. 578 pm","3981"
"2143","3122.24s","00:51:51","1,230","05:57:27. 719 pm","3983"
"2144","3123.29s","00:51:52","1,230","05:57:28. 724 pm","3984"
"2145","3124.31s","00:51:53","1,230","05:57:29. 976 pm","3985"
"2146","3125.31s","00:51:54","1,230","05:57:29. 976 pm","3987"
"2147","3126.35s","00:51:55","1,230","05:57:33. 230 pm","3989"
"2148","3127.66s","00:51:56","1,230","05:57:33. 728 pm","3990"
"2149","3128.87s","00:51:58","1,230","05:57:33. 728 pm","3992"
"2150","3130.05s","00:51:59","1,230","05:57:35. 222 pm","3992"
"2151","3132.33s","00:52:00","1,230","05:57:35. 222 pm","3994"
"2152","3134.90s","00:52:02","1,230","05:57:39. 979 pm","3997"
"2153","3137.52s","00:52:05","1,230","05:57:42. 125 pm","4000"
"2154","3139.63s","00:52:08","1,230","05:57:46. 129 pm","4001"
"2155","3145.96s","00:52:10","1,230","05:57:49. 520 pm","4007"
"2156","3151.75s","00:52:17","1,230","05:57:56. 097 pm","4014"
"2157","3157.16s","00:52:22","1,230","05:57:58. 972 pm","4021"
"2158","3164.12s","00:52:28","1,230","05:58:07. 619 pm","4032"
"2159","3169.80s","00:52:35","1,230","05:58:12. 365 pm","4035"
"2160","3174.64s","00:52:40","1,230","05:58:18. 635 pm","4040"
"2161","3180.49s","00:52:45","1,230","05:58:24. 298 pm","4050"
"2162","3186.51s","00:52:51","1,230","05:58:29. 555 pm","4056"
"2163","3190.30s","00:53:00","1,230","05:58:36. 539 pm","4063"
"2164","3191.97s","00:53:01","1,230","05:58:37. 912 pm","40064"
"2165","3193.09s","00:53:02","1,230","05:58:39. 667 pm","4067"
"2166","3194.26s","00:53:03","1,230","05:58:41. 209 pm","4069"
"2167","3195.32s","00:53:04","1,230","05:58:41. 712 pm","4071"
"2168","3196.32s","00:53:05","1,230","05:58:42. 212 pm","4073"
"2169","3197.29s","00:53:06","1,230","05:58:43. 214 pm","4074"
"2170","3198.30s","00:53:07","1,230","05:58:44. 218 pm","4074"
"2171","3199.32s","00:53:08","1,230","05:58:44. 218 pm","4076"
"2172","3200.32s","00:53:09","1,230","05:58:45. 967 pm","4077"
"2173","3201.35s","00:53:10","1,230","05:58:48. 463 pm","4079"
"2174","3202.38s","00:53:11","1,230","05:58:49. 204 pm","4080"
"2175","3203.36s","00:53:12","1,230","05:58:49. 204 pm","4080"
"2176","3204.35s","00:53:13","1,230","05:58:50. 956 pm","4081"
"2177","3205.41s","00:53:14","1,230","05:58:50. 956 pm","4082"
"2178","3206.40s","00:53:15","1,230","05:58:51. 828 pm","4082"
"2179","3207.39s","00:53:16","1,230","05:58:51. 828 pm","4082"
"2180","3208.42s","00:53:17","1,230","05:58:51. 828 pm","4082"
"2181","3209.58s","00:53:18","1,230","05:58:51. 828 pm","4082"
"2182","3210.60s","00:53:19","1,100","05:58:51. 828 pm","4082"
"2183","3211.68s","00:53:20","1,100","05:58:51. 828 pm","4082"
"2184","3212.83s","00:53:22","1,100","05:58:58. 554 pm","4084"
"2185","3213.86s","00:53:23","1,100","05:58:59. 071 pm","4085"
"2186","3214.88s","00:53:24","1,100","05:59:00. 465 pm","4086"
"2187","3215.95s","00:53:25","1,100","05:59:01. 858 pm","4087"
"2188","3217.63s","00:53:26","1,100","05:59:01. 858 pm","4089"
"2189","3219.50s","00:53:28","1,100","05:59:05. 493 pm","4091"
"2190","3221.65s","00:53:30","1,100","05:59:08. 065 pm","4094"
"2191","3222.75s","00:53:32","1,100","05:59:09. 316 pm","4095"
"2192","3224.46s","00:53:33","1,100","05:59:09. 821 pm","4096"
"2193","3225.44s","00:53:34","1,100","05:59:09. 821 pm","4097"
"2194","3226.45s","00:53:35","1,100","05:59:11. 830 pm","4099"
"2195","3227.44s","00:53:36","1,100","05:59:14. 594 pm","4104"
"2196","3228.48s","00:53:37","1,100","05:59:15. 099 pm","4105"
"2197","3229.61s","00:53:38","1,100","05:59:16. 348 pm","4107"
"2198","3230.68s","00:53:40","1,100","05:59:16. 856 pm","4107"
"2199","3232.19s","00:53:41","1,100","05:59:18. 981 pm","4110"
"2200","3233.19s","00:53:42","1,100","05:59:18. 981 pm","4110"
"2201","3234.18s","00:53:43","1,100","05:59:20. 995 pm","4112"
"2202","3235.24s","00:53:44","1,100","05:59:21. 503 pm","4113"
"2203","3236.44s","00:53:45","1,100","05:59:21. 503 pm","4113"
"2204","3237.70s","00:53:46","1,100","05:59:24. 261 pm","4114"
"2205","3238.79s","00:53:47","1,100","05:59:25. 137 pm","4115"
"2206","3239.95s","00:53:49","1,100","05:59:26. 132 pm","4116"
"2207","3241.30s","00:53:50","1,100","05:59:26. 132 pm","4118"
"2208","3242.55s","00:53:51","1,100","05:59:28. 125 pm","4121"
"2209","3244.28s","00:53:53","1,100","05:59:30. 627 pm","4124"
"2210","3246.18s","00:53:55","1,100","05:59:32. 139 pm","4126"
"2211","3248.28s","00:53:57","1,100","05:59:34. 015 pm","4130"
"2212","3251.49s","00:53:59","1,100","05:59:35. 533 pm","4131"
"2213","3257.60s","00:54:02","1,100","05:59:40. 945 pm","4138"
"2214","3263.52s","00:54:08","1,100","05:59:47. 195 pm","4145"
"2215","3268.83s","00:54:13","1,100","05:59:52. 119 pm","4150"
"2216","3273.86s","00:54:18","1,100","05:59:58. 004 pm","4157"
"2217","3279.92s","00:54:25","1,100","06:00:03. 435 pm","4164"
"2218","3285.82s","00:54:30","1,100","06:00:10. 070 pm","4177"
"2219","3291.70s","00:54:36","1,100","06:00:16. 248 pm","4186"
"2220","3297.75s","00:54:42","1,100","06:00:22. 276 pm","4198"
"2221","3301.85s","00:54:52","1,100","06:00:28. 231 pm","4204"
"2222","3304.43s","00:54:53","1,100","06:00:28. 725 pm","4206"
"2223","3305.54s","00:54:54","1,100","06:00:31. 224 pm","4208"
"2224","3306.57s","00:54:55","1,100","06:00:32. 724 pm","4209"
"2225","3307.65s","00:54:56","1,100","06:00:33. 975 pm","4211"
"2226","3308.87s","00:54:58","1,100","06:00:33. 975 pm","4211"
"2227","3309.93s","00:54:59","1,100","06:00:33. 975 pm","4212"
"2228","3311.05s","00:55:00","1,300","06:00:37. 616 pm","4213"
"2229","3312.05s","00:55:01","1,300","06:00:38. 607 pm","4214"
"2230","3313.06s","00:55:02","1,300","06:00:38. 607 pm","4215"
"2231","3314.07s","00:55:03","1,300","06:00:40. 227 pm","4215"
"2232","3315.69s","00:55:04","1,300","06:00:42. 364 pm","4218"
"2233","3316.90s","00:55:06","1,300","06:00:42. 364 pm","4218"
"2234","3318.55s","00:55:07","1,300","06:00:44. 850 pm","4219"
"2235","3320.05s","00:55:08","1,300","06:00:44. 850 pm","4221"
"2236","3321.92s","00:55:10","1,300","06:00:48. 091 pm","4223"
"2237","3324.07s","00:55:12","1,300","06:00:50. 469 pm","4225"
"2238","3327.46s","00:55:15","1,300","06:00:52. 480 pm","4226"
"2239","3332.35s","00:55:17","1,300","06:00:56. 019 pm","4232"
"2240","3337.27s","00:55:22","1,300","06:01:02. 160 pm","4241"
"2241","3342.32s","00:55:27","1,300","06:01:06. 543 pm","4246"
"2242","3347.84s","00:55:33","1,300","06:01:11. 706 pm","4251"
"2243","3354.27s","00:55:38","1,300","06:01:18. 208 pm","4255"
"2244","3359.44s","00:55:44","1,300","06:01:23. 927 pm","4265"
"2245","3365.55s","00:55:50","1,300","06:01:29. 552 pm","4275"
"2246","3369.91s","00:56:00","1,300","06:01:36. 568 pm","4283"
"2247","3372.08s","00:56:01","1,300","06:01:37. 571 pm","4285"
"2248","3373.11s","00:56:02","1,300","06:01:37. 571 pm","4285"
"2249","3374.12s","00:56:03","1,300","06:01:40. 234 pm","4286"
"2250","3375.11s","00:56:04","1,300","06:01:40. 234 pm","4287"
"2251","3376.16s","00:56:05","1,300","06:01:43. 247 pm","4290"
"2252","3377.37s","00:56:06","1,300","06:01:43. 759 pm","4291"
"2253","3378.38s","00:56:07","1,300","06:01:43. 759 pm","4291"
"2254","3379.43s","00:56:08","1,300","06:01:46. 375 pm","4294"
"2255","3380.55s","00:56:09","1,300","06:01:46. 872 pm","4296"
"2256","3382.03s","00:56:10","1,300","06:01:48. 395 pm","4299"
"2257","3383.07s","00:56:12","1,300","06:01:48. 893 pm","4299"
"2258","3384.80s","00:56:13","1,300","06:01:48. 893 pm","4299"
"2259","3385.99s","00:56:14","1,300","06:01:53. 154 pm","4301"
"2260","3388.04s","00:56:16","1,300","06:01:53. 154 pm","4302"
"2261","3389.28s","00:56:18","1,300","06:01:54. 665 pm","4303"
"2262","3390.28s","00:56:19","1,300","06:01:54. 665 pm","4303"
"2263","3391.39s","00:56:20","1,300","06:01:57. 907 pm","4305"
"2264","3393.24s","00:56:22","1,300","06:01:59. 039 pm","4306"
"2265","3394.23s","00:56:23","1,300","06:01:59. 039 pm","4306"
"2266","3395.18s","00:56:24","1,300","06:01:59. 039 pm","4306"
"2267","3396.25s","00:56:25","1,300","06:02:02. 775 pm","4308"
"2268","3400.29s","00:56:26","1,300","06:02:04. 901 pm","4312"
"2269","3406.26s","00:56:31","1,300","06:02:09. 272 pm","4318"
"2270","3411.24s","00:56:36","1,300","06:02:14. 243 pm","4322"
"2271","3416.68s","00:56:42","1,100","06:02:19. 391 pm","4327"
"2272","3422.39s","00:56:47","1,100","06:02:23. 812 pm","4330"
"2273","3428.76s","00:56:53","1,100","06:02:32. 990 pm","4341"
"2274","3434.75s","00:56:59","1,100","06:02:39. 014 pm","4352"
"2275","3440.70s","00:57:05","1,100","06:02:43. 301 pm","4359"
"2276","3446.55s","00:57:11","1,100","06:02:49. 798 pm","4364"
"2277","3450.89s","00:57:21","1,100","06:02:56. 330 pm","4368"
"2278","3453.46s","00:57:22","1,100","06:03:00. 186 pm","4369"
"2279","3454.63s","00:57:23","1,100","06:03:00. 186 pm","4369"
"2280","3455.72s","00:57:24","1,100","06:03:00. 186 pm","4369"
"2281","3456.90s","00:57:25","1,100","06:03:02. 705 pm","4371"
"2282","3458.16s","00:57:27","1,100","06:03:04. 709 pm","4372"
"2283","3459.25s","00:57:28","1,100","06:03:04. 709 pm","4372"
"2284","3461.28s","00:57:29","1,100","06:03:07. 863 pm","4378"
"2285","3462.69s","00:57:31","1,100","06:03:09. 123 pm","4380"
"2286","3464.76s","00:57:33","1,100","06:03:10. 246 pm","4382"
"2287","3466.77s","00:57:35","1,100","06:03:13. 132 pm","4384"
"2288","3471.65s","00:57:37","1,100","06:03:15. 017 pm","4386"
"2289","3477.70s","00:57:42","1,100","06:03:21. 978 pm","4397"
"2290","3483.61s","00:57:48","1,100","06:03:25. 502 pm","4401"
"2291","3489.40s","00:57:54","1,100","06:03:31. 9547 pm","4405"
"2292","3495.51s","00:58:00","1,100","06:03:35. 599 pm","4407"
"2293","3501.42s","00:58:06","1,100","06:03:44. 822 pm","4412"
"2294","3507.48s","00:58:12","1,100","06:03:51. 718 pm","4420"
"2295","3513.65s","00:58:18","1,100","06:03:56. 871 pm","4429"
"2296","3518.85s","00:58:23","1,030","06:04:01. 888 pm","4436"
"2297","3522.69s","00:58:32","1,030","06:04:09. 638 pm","44472"
"2298","3524.66s","00:58:33","1,030","06:04:10. 648 pm","4446"
"2299","3525.78s","00:58:34","1,030","06:04:12. 154 pm","4449"
"2300","3526.95s","00:58:35","1,030","06:04:13. 174 pm","4449"
"2301","3527.99s","00:58:37","1,030","06:04:13. 174 pm","4449"
"2302","3529.01s","00:58:38","1,030","06:04:15. 172 pm","4450"
"2303","3530.90s","00:58:39","1,030","06:04:15. 684 pm","4451"
"2304","3532.84s","00:58:41","1,030","06:04:17. 058 pm","4453"
"2305","3533.87s","00:58:42","1,030","06:04:19. 059 pm","4455"
"2306","3535.87s","00:58:44","1,030","06:04:22. 561 pm","4461"
"2307","3537.81s","00:58:46","1,030","06:04:24. 056 pm","4462"
"2308","3538.87s","00:58:47","1,030","06:04:24. 056 pm","4462"
"2309","3544.93s","00:58:49","1,030","06:04:27. 446 pm","4470"
"2310","3550.35s","00:58:55","1,030","06:04:34. 343 pm","4477"
"2311","3557.02s","00:59:00","1,030","06:04:40. 438 pm","4492"
"2312","3563.06s","00:59:08","1,030","06:04:47. 413 pm","4499"
"2313","3569.02s","00:59:14","1,030","06:04:52. 674 pm","4506"
"2314","3574.56s","00:59:19","1,030","06:04:56. 898 pm","4514"
"2315","3579.81s","00:59:24","1,030","06:05:03. 539 pm","45272"
"2316","3585.09s","00:59:30","1,030","06:05:08. 669 pm","4529"
"2317","3591.05s","00:59:36","1,030","06:05:15. 814 pm","4539"
"2318","3595.67s","00:59:45","1,030","06:05:21. 941 pm","4545"
"2319","3597.34s","00:59:46","1,030","06:05:23. 684 pm","4550"
"2320","3598.44s","00:59:47","1,030","06:05:25. 204 pm","4552"
"2321","3599.68s","00:59:48","1,030","06:05:26. 200 pm","4554"
"2322","3600.68s","00:59:49","1,030","06:05:26. 711 pm","4555"
"2323","3601.79s","00:59:50","1,030","06:05:28. 108 pm","4556"
"2324","3602.77s","00:59:51","1,030","06:05:28. 854 pm","4556"
"2325","3603.75s","00:59:52","1,030","06:05:30. 110 pm","4558"
"2326","3604.76s","00:59:53","1,030","06:05:30. 110 pm","4558"
"2327","3605.76s","00:59:54","1,030","06:05:32. 357 pm","4559"
"2328","3606.85s","00:59:55","1,030","06:05:33. 481 pm","4561"
"2329","3608.05s","00:59:57","1,030","06:05:35. 009 pm","4564"
"2330","3609.08s","00:59:58","1,030","06:05:35. 009 pm","4565"
"2331","3611.01s","01:00:00","1,030","06:05:37. 861 pm","4568"
"2332","3613.08s","01:00:02","1,030","06:05:37. 861 pm","4568"
"2333","3615.03s","01:00:03","1,030","06:05:40. 114 pm","4569"
"2334","3617.03s","01:00:06","1,030","06:05:40. 114 pm","4569"
"2335","3618.97s","01:00:08","1,030","06:05:40. 114 pm","4570"
"2336","3625.01s","01:00:09","1,030","06:05:47. 359 pm","4572"
"2337","3630.94s","01:00:15","1,030","06:05:54. 338 pm","4576"
"2338","3636.91s","01:00:21","1,030","06:06:00. 206 pm","4583"
"2339","3642.92s","01:00:27","1,030","06:06:07. 791 pm","4595"
"2340","3648.93s","01:00:33","1,030","06:06:12. 817 pm","4604"
"2341","3654.95s","01:00:39","1,030","06:06:18. 333 pm","4612"
"2342","3660.95s","01:00:45","1,030","06:06:24. 735 pm","4615"
"2343","3666.96s","01:00:51","1,030","06:06:31. 364 pm","4623"
"2344","3672.85s","01:00:57","1,030","06:06:37. 112 pm","4632"
"2345","3678.95s","01:01:07","1,030","06:06:45. 007 pm","4644"
"2346","3680.78s","01:01:09","1,030","06:06:47. 020 pm","4646"
"2347","3683.20s","01:01:10","1,030","06:06:48. 030 pm","4649"
"2348","3685.41s","01:01:13","1,030","06:06:50. 281 pm","4650"
"2349","3686.98s","01:01:15","1,030","06:06:54. 042 pm","4654"
"2350","3689.28s","01:01:17","1,030","06:06:55. 040 pm","4657"
"2351","3690.98s","01:01:19","1,030","06:06:57. 539 pm","4662"
"2352","3693.00s","01:01:21","1,030","06:06:59. 544 pm","4664"
"2353","3697.86s","01:01:24","1,030","06:07:01. 940 pm","4671"
"2354","3703.85s","01:01:28","1,030","06:07:07. 954 pm","4680"
"2355","3708.86s","01:01:33","1,030","06:07:12. 671 pm","4686"
"2356","3713.85s","01:01:38","1,030","06:07:16. 537 pm","4689"
"2357","3718.85s","01:01:43","1,030","06:07:23. 430 pm","4693"
"2358","3723.96s","01:01:48","1,030","06:07:27. 941 pm","4701"
"2359","3729.94s","01:01:54","1,030","06:07:34. 331 pm","4709"
"2360","3735.86s","01:02:00","1,030","06:07:40. 863 pm","4719"
"2361","3740.92s","01:02:05","1,030","06:07:44. 354 pm","4729"
"2362","3746.93s","01:02:11","1,030","06:07:51. 392 pm","4739"
"2363","3754.02s","01:02:18","1,030","06:07:58. 311 pm","4750"
"2364","3758.37s","01:02:28","1,030","06:08:05. 449 pm","4757"
"2365","3762.12s","01:02:29","1,030","06:08:07. 758 pm","4761"
"2366","3765.28s","01:02:32","1,030","06:08:08. 507 pm","4764"
"2367","3767.43s","01:02:35","1,030","06:08:13. 006 pm","4771"
"2368","3768.74s","01:02:37","1,030","06:08:15. 506 pm","4774"
"2369","3769.76s","01:02:38","1,030","06:08:15. 506 pm","4774"
"2370","3770.80s","01:02:39","1,030","06:08:17. 368 pm","4776"
"2371","3773.17s","01:02:41","1,030","06:08:19. 393 pm","4780"
"2372","3775.03s","01:02:43","1,030","06:08:21. 153 pm","4784"
"2373","3779.80s","01:02:45","1,030","06:08:22. 398 pm","4789"
"2374","3781.90s","01:02:50","1,030","06:08:28. 002 pm","4794"
"2375","3783.63s","01:02:52","1,030","06:08:29. 377 pm","4796"
"2376","3786.82s","01:02:53","1,030","06:08:30. 006 pm","4797"
"2377","3787.94s","01:02:57","1,030","06:08:34. 381 pm","4800"
"2378","3789.43s","01:02:58","1,030","06:08:34. 876 pm","4800"
"2379","3791.27s","01:03:00","1,030","06:08:36. 742 pm","4802"
"2380","3792.48s","01:03:01","1,030","06:08:38. 115 pm","4803"
"2381","3794.32s","01:03:03","1,030","06:08:38. 115 pm","4803"
"2382","3797.42s","01:03:05","1,030","06:08:42. 830 pm","4809"
"2383","3798.93s","01:03:07","1,030","06:08:45. 346 pm","4811"
"2384","3800.81s","01:03:09","1,030","06:08:46. 834 pm","4813"
"2385","3804.26s","01:03:11","1,030","06:08:46. 834 pm","4818"
"2386","3809.40s","01:03:14","1,030","06:08:53. 236 pm","4826"
"2387","3814.51s","01:03:19","1,030","06:08:58. 803 pm","4838"
"2388","3819.53s","01:03:24","1,030","06:09:03. 807 pm","4848"
"2389","3824.68s","01:03:29","1,030","06:09:09. 364 pm","4858"
"2390","3829.80s","01:03:34","1,030","06:09:13. 877 pm","4864"
"2391","3835.01s","01:03:39","1,030","06:09:19. 132 pm","4873"
"2392","3838.08s","01:03:45","1,030","06:09:24. 634 pm","4881"
"2393","3839.63s","01:03:48","1,030","06:09:26. 169 pm","4885"
"2394","3840.85s","01:03:49","1,030","06:09:26. 676 pm","4887"
"2395","3842.27s","01:03:51","1,030","06:09:27. 671 pm","4887"
"2396","3844.79s","01:03:52","1,030","06:09:29. 169 pm","4891"
"2397","3847.29s","01:03:54","1,030","06:09:32. 669 pm","4899"
"2398","3848.88s","01:03:57","1,030","06:09:34. 673 pm","4903"
"2399","3853.48s","01:03:59","1,030","06:09:38. 145 pm","4910"
"2400","3858.51s","01:04:03","1,030","06:09:43. 052 pm","4916"
"2401","3860.83s","01:04:08","1,030","06:09:45. 587 pm","4920"
"2402","3863.54s","01:04:11","1,030","06:09:48. 957 pm","4921"
"2403","3865.46s","01:04:14","1,030","06:09:51. 315 pm","49272"
"2404","3866.83s","01:04:15","1,030","06:09:52. 439 pm","4923"
"2405","3868.56s","01:04:17","1,030","06:09:52. 439 pm","4925"
"2406","3870.33s","01:04:19","1,030","06:09:55. 939 pm","4928"
"2407","3877.24s","01:04:21","1,030","06:10:00. 741 pm","4940"
"2408","3883.78s","01:04:28","1,030","06:10:08. 274 pm","4951"
"2409","3889.40s","01:04:33","1,030","06:10:13. 789 pm","4959"
"2410","3895.60s","01:04:39","1,030","06:10:19. 820 pm","4969"
"2411","3901.03s","01:04:46","1,030","06:10:25. 021 pm","4977"
"2412","3907.20s","01:04:51","1,030","06:10:32. 380 pm","4982"
"2413","3912.65s","01:04:57","1,030","06:10:36. 888 pm","4993"
"2414","3917.63s","01:05:03","1,030","06:10:43. 189 pm","5001"
"2415","3921.08s","01:05:07","1,030","06:10:45. 569 pm","5003"
"2416","3923.46s","01:05:11","1,030","06:10:49. 803 pm","5007"
"2417","3925.14s","01:05:13","1,030","06:10:51. 910 pm","5010"
"2418","3926.26s","01:05:15","1,030","06:10:52. 924 pm","5013"
"2419","3927.40s","01:05:16","1,030","06:10:53. 433 pm","5013"
"2420","3929.10s","01:05:17","1,030","06:10:55. 433 pm","5015"
"2421","3933.26s","01:05:19","1,030","06:10:57. 443 pm","5021"
"2422","3936.43s","01:05:23","1,030","06:11:02. 428 pm","5026"
"2423","3938.09s","01:05:26","1,030","06:11:03. 550 pm","5027"
"2424","3941.13s","01:05:28","1,030","06:11:06. 962 pm","5031"
"2425","3942.97s","01:05:31","1,030","06:11:08. 983 pm","5035"
"2426","3944.48s","01:05:33","1,030","06:11:10. 982 pm","5037"
"2427","3946.85s","01:05:35","1,030","06:11:13. 010 pm","5043"
"2428","3948.62s","01:05:37","1,030","06:11:14. 889 pm","5044"
"2429","3950.45s","01:05:39","1,030","06:11:14. 889 pm","5044"
"2430","3956.43s","01:05:41","1,030","06:11:20. 802 pm","5051"
